ID;Nombre;IdFutbin;Enlace;Media;Calidad;Equipo;Liga;Pais;Ritmo;Tiro;Pase;Regate;Defensa;Fisico
168;Kylian Mbappé;57151;https://www.futbin.com/25/player/57151/kylian-mbappe;93;potm_la_liga;Real Madrid;LALIGA EA SPORTS;France;99;92;82;94;39;81
169;Endrick Felipe Moreira de Sousa;57154;https://www.futbin.com/25/player/57154/endrick-felipe-moreira-de-sousa;93;future_stars;Real Madrid;LALIGA EA SPORTS;Brazil;94;91;80;92;46;80
170;Lev Yashin;57175;https://www.futbin.com/25/player/57175/lev-yashin;93;future_stars_icon;EA FC ICONS;Icons;Russia;94;91;77;95;61;94
171;Paulo Dybala;57499;https://www.futbin.com/25/player/57499/paulo-dybala;93;grassroot_greats;AS Roma;Serie A TIM;Argentina;90;92;91;94;50;73
172;Ian Wright;57526;https://www.futbin.com/25/player/57526/ian-wright;93;grassroot_greats_icon;EA FC ICONS;Icons;England;94;95;80;90;46;84
173;Julie Foudy;57527;https://www.futbin.com/25/player/57527/julie-foudy;93;grassroot_greats_icon;EA FC ICONS;Icons;United States;86;88;93;90;85;85
174;Franck Ribéry;57528;https://www.futbin.com/25/player/57528/franck-ribery;93;grassroot_greats_icon;EA FC ICONS;Icons;France;93;90;92;94;44;75
175;Donyell Malen;57785;https://www.futbin.com/25/player/57785/donyell-malen;93;Fantasy_FC;Aston Villa;Premier League;Netherlands;97;90;87;93;47;85
176;Laura Georges;57797;https://www.futbin.com/25/player/57797/laura-georges;93;Fantasy_FC_Hero;HERO;D1 Arkema;France;92;54;77;74;99;92
177;Gianluca Vialli;57798;https://www.futbin.com/25/player/57798/gianluca-vialli;93;Fantasy_FC_Hero;HERO;Serie A TIM;Italy;91;93;81;91;46;83
178;Maicon Douglas Sisenando;57805;https://www.futbin.com/25/player/57805/maicon-douglas-sisenando;93;Fantasy_FC_Hero;HERO;Serie A TIM;Brazil;94;89;88;90;91;91
179;Randal Kolo Muani;58181;https://www.futbin.com/25/player/58181/randal-kolo-muani;93;Fantasy_FC;Juventus;Serie A TIM;France;97;93;84;93;49;78
180;Mario Gomez;58198;https://www.futbin.com/25/player/58198/mario-gomez;93;Fantasy_FC_Hero;HERO;Bundesliga;Germany;91;95;82;90;48;88
181;Fara Williams;58199;https://www.futbin.com/25/player/58199/fara-williams;93;Fantasy_FC_Hero;HERO;Barclays WSL;England;91;95;95;92;86;85
182;Jari Litmanen;58200;https://www.futbin.com/25/player/58200/jari-litmanen;93;Fantasy_FC_Hero;HERO;LALIGA EA SPORTS;Finland;89;99;91;91;41;76
183;Jamie Carragher;58201;https://www.futbin.com/25/player/58201/jamie-carragher;93;Fantasy_FC_Hero;HERO;Premier League;England;87;59;81;75;94;92
184;C. Ronaldo dos Santos Aveiro;58249;https://www.futbin.com/25/player/58249/c-ronaldo-dos-santos-aveiro;93;flashback;Al Nassr;ROSHN Saudi League;Portugal;90;93;85;90;41;87
185;Rúben Santos Gato Alves Dias;58255;https://www.futbin.com/25/player/58255/ruben-santos-gato-alves-dias;93;fut_birthday;Manchester City;Premier League;Portugal;86;53;80;81;93;92
186;Selma Bacha;58256;https://www.futbin.com/25/player/58256/selma-bacha;93;fut_birthday;OL;D1 Arkema;France;93;80;90;86;88;86
187;Salma Celeste Paralluelo Ayingono;58257;https://www.futbin.com/25/player/58257/salma-celeste-paralluelo-ayingono;93;fut_birthday;FC Barcelona;Liga F;Spain;97;91;86;91;59;89
188;Celia Šašic;58280;https://www.futbin.com/25/player/58280/celia-sasic;93;fut_birthday_hero;HERO;GPFBL;Germany;90;93;81;90;53;91
189;Jay-Jay Okocha;58281;https://www.futbin.com/25/player/58281/jay-jay-okocha;93;fut_birthday_hero;HERO;Premier League;Nigeria;92;88;90;98;45;75
190;Saeed Al Owairan;58598;https://www.futbin.com/25/player/58598/saeed-al-owairan;93;fut_birthday_hero;HERO;ROSHN Saudi League;Saudi Arabia;99;90;88;92;42;81
191;Yaya Touré;58606;https://www.futbin.com/25/player/58606/yaya-toure;93;fut_birthday_hero;HERO;Premier League;Côte d'Ivoire;88;90;92;91;88;95
192;Karim Adeyemi;58608;https://www.futbin.com/25/player/58608/karim-adeyemi;93;fut_birthday;Borussia Dortmund;Bundesliga;Germany;99;88;85;93;50;85
193;Nicholas Williams Arthuer;58614;https://www.futbin.com/25/player/58614/nicholas-williams-arthuer;93;fut_birthday;Athletic Club;LALIGA EA SPORTS;Spain;99;84;88;94;50;75
194;Mallory Swanson;58615;https://www.futbin.com/25/player/58615/mallory-swanson;93;fut_birthday;Chicago Red Stars;NWSL;United States;94;90;88;91;50;80
195;David Alaba;58616;https://www.futbin.com/25/player/58616/david-alaba;93;fut_birthday;Real Madrid;LALIGA EA SPORTS;Austria;90;80;93;88;90;85
196;Federico Dimarco;58617;https://www.futbin.com/25/player/58617/federico-dimarco;93;fut_birthday;Lombardia FC;Serie A TIM;Italy;91;90;93;93;90;91
197;Wesley Sneijder;58635;https://www.futbin.com/25/player/58635/wesley-sneijder;93;fut_birthday_hero;HERO;Serie A TIM;Netherlands;90;90;95;91;60;80
198;Sol Campbell;58641;https://www.futbin.com/25/player/58641/sol-campbell;93;fut_birthday_icon;EA FC ICONS;Icons;England;90;52;70;70;94;95
199;Yao Kouassi;58647;https://www.futbin.com/25/player/58647/yao-kouassi;93;fut_birthday_hero;HERO;Serie A TIM;Côte d'Ivoire;96;88;91;95;45;77
200;Seydou Doumbia;58648;https://www.futbin.com/25/player/58648/seydou-doumbia;93;fut_birthday_hero;HERO;Serie A TIM;Côte d'Ivoire;96;92;88;93;50;83
201;Victor Ibarbo;58649;https://www.futbin.com/25/player/58649/victor-ibarbo;93;fut_birthday_hero;HERO;Serie A TIM;Colombia;96;91;90;94;48;88
202;Ousmane Dembélé;58693;https://www.futbin.com/25/player/58693/ousmane-dembele;93;ucl_dreamchasers;Paris SG;Ligue 1 Uber Eats;France;97;85;90;93;50;70
203;Marcos Llorente Moreno;58700;https://www.futbin.com/25/player/58700/marcos-llorente-moreno;93;ucl_dreamchasers;Atlético de Madrid;LALIGA EA SPORTS;Spain;94;90;88;91;90;92
204;Ethan Nwaneri;58701;https://www.futbin.com/25/player/58701/ethan-nwaneri;93;ucl_dreamchasers;Arsenal;Premier League;England;93;91;92;92;70;90
205;Ewa Pajor;58710;https://www.futbin.com/25/player/58710/ewa-pajor;93;uwcl_dreamchasers;FC Barcelona;Liga F;Poland;93;95;83;94;30;84
206;Linda Caicedo;58711;https://www.futbin.com/25/player/58711/linda-caicedo;93;uwcl_dreamchasers;Real Madrid;Liga F;Colombia;98;88;93;93;56;73
207;Gabriel dos S. Magalhães;59122;https://www.futbin.com/25/player/59122/gabriel-dos-s-magalhaes;93;ucl_dreamchasers;Arsenal;Premier League;Brazil;88;50;80;80;93;92
208;Nuno Alexandre Tavares Mendes;59125;https://www.futbin.com/25/player/59125/nuno-alexandre-tavares-mendes;93;ucl_dreamchasers;Paris SG;Ligue 1 Uber Eats;Portugal;94;70;84;90;87;86
209;Alisson Ramses Becker;59126;https://www.futbin.com/25/player/59126/alisson-ramses-becker;93;ucl_dreamchasers;Liverpool;Premier League;Brazil;91;90;90;93;70;94
210;Wendie Renard;59137;https://www.futbin.com/25/player/59137/wendie-renard;93;uwcl_dreamchasers;OL;D1 Arkema;France;85;68;75;77;93;90
211;Khadija Shaw;59138;https://www.futbin.com/25/player/59138/khadija-shaw;93;uwcl_dreamchasers;Manchester City;Barclays WSL;Jamaica;90;93;82;89;35;90
212;Nadine Keßler;59145;https://www.futbin.com/25/player/59145/nadine-keler;93;dreamchasers_hero;HERO;GPFBL;Germany;90;88;93;92;86;84
213;Edwin van der Sar;59150;https://www.futbin.com/25/player/59150/edwin-van-der-sar;93;dreamchasers_icon;EA FC ICONS;Icons;Netherlands;93;91;86;91;61;94
214;Beckenbauer;59323;https://www.futbin.com/25/player/59323/beckenbauer;93;fut_immortals_icon;EA FC ICONS;Icons;Germany;84;74;90;86;94;87
215;Gianluca Zambrotta;59332;https://www.futbin.com/25/player/59332/gianluca-zambrotta;93;fut_immortals_icon;EA FC ICONS;Icons;Italy;94;76;87;90;92;91
216;Steven Gerrard;59333;https://www.futbin.com/25/player/59333/steven-gerrard;93;fut_immortals_icon;EA FC ICONS;Icons;England;88;92;93;90;87;86
217;Gianfranco Zola;59334;https://www.futbin.com/25/player/59334/gianfranco-zola;93;fut_immortals_icon;EA FC ICONS;Icons;Italy;93;94;93;95;47;70
218;Javier Zanetti;59335;https://www.futbin.com/25/player/59335/javier-zanetti;93;fut_immortals_icon;EA FC ICONS;Icons;Argentina;92;64;88;90;93;88
219;Eusébio da Silva Ferreira;59427;https://www.futbin.com/25/player/59427/eusebio-da-silva-ferreira;93;fut_immortals_icon;EA FC ICONS;Icons;Portugal;93;94;86;93;47;81
220;Kelly Smith;59437;https://www.futbin.com/25/player/59437/kelly-smith;93;fut_immortals_icon;EA FC ICONS;Icons;England;92;95;90;93;50;85
221;Camille Abily;59438;https://www.futbin.com/25/player/59438/camille-abily;93;fut_immortals_icon;EA FC ICONS;Icons;France;90;92;94;92;85;83
222;Jair Ventura Filho;59439;https://www.futbin.com/25/player/59439/jair-ventura-filho;93;fut_immortals_icon;EA FC ICONS;Icons;Brazil;95;93;90;95;53;81
223;Wayne Rooney;59440;https://www.futbin.com/25/player/59440/wayne-rooney;93;fut_immortals_icon;EA FC ICONS;Icons;England;93;94;87;91;60;92
224;Didier Drogba;59465;https://www.futbin.com/25/player/59465/didier-drogba;93;on_this_day_icon;EA FC ICONS;Icons;Côte d'Ivoire;92;94;83;88;50;91
225;Kang In Lee;59468;https://www.futbin.com/25/player/59468/kang-in-lee;93;ucl_rttf;Paris SG;Ligue 1 Uber Eats;Korea Republic;92;90;92;93;75;82
226;Frenkie de Jong;59469;https://www.futbin.com/25/player/59469/frenkie-de-jong;93;ucl_rttf;FC Barcelona;LALIGA EA SPORTS;Netherlands;90;83;92;93;86;90
227;Alyssa Thompson;59479;https://www.futbin.com/25/player/59479/alyssa-thompson;93;honourable_mentions;Angel City FC;NWSL;United States;97;89;93;93;60;87
228;Nadine Angerer;31;https://www.futbin.com/25/player/31/nadine-angerer;92;icon;EA FC ICONS;Icons;Germany;92;88;79;94;59;92
229;Gerd Müller;54448;https://www.futbin.com/25/player/54448/gerd-muller;92;icon;EA FC ICONS;Icons;Germany;87;92;76;85;44;74
230;Bobby Charlton;54469;https://www.futbin.com/25/player/54469/bobby-charlton;92;icon;EA FC ICONS;Icons;England;90;91;87;91;50;74
231;Lev Yashin;54472;https://www.futbin.com/25/player/54472/lev-yashin;92;icon;EA FC ICONS;Icons;Russia;93;89;75;94;60;93
232;Paolo Maldini;54481;https://www.futbin.com/25/player/54481/paolo-maldini;92;icon;EA FC ICONS;Icons;Italy;85;55;74;69;95;82
233;Manuel Franc. dos Santos;54491;https://www.futbin.com/25/player/54491/manuel-franc-dos-santos;92;icon;EA FC ICONS;Icons;Brazil;89;85;92;94;40;66
234;Ferenc Puskás;54498;https://www.futbin.com/25/player/54498/ferenc-puskas;92;icon;EA FC ICONS;Icons;Hungary;90;94;89;91;45;74
235;Birgit Prinz;54519;https://www.futbin.com/25/player/54519/birgit-prinz;92;icon;EA FC ICONS;Icons;Germany;83;92;80;82;52;88
236;Erling Haaland;55382;https://www.futbin.com/25/player/55382/erling-haaland;92;potm_pl;Manchester City;Premier League;Norway;89;93;72;82;46;89
237;Julián Álvarez;55416;https://www.futbin.com/25/player/55416/julian-alvarez;92;ucl_rttk;Atlético de Madrid;LALIGA EA SPORTS;Argentina;89;92;85;89;62;86
238;Kadidiatou Diani;55432;https://www.futbin.com/25/player/55432/kadidiatou-diani;92;uwcl_rttk;OL;D1 Arkema;France;93;88;84;91;59;82
239;Paulo Dybala;55477;https://www.futbin.com/25/player/55477/paulo-dybala;92;uel_rttk;AS Roma;Serie A TIM;Argentina;85;89;89;93;48;72
240;Kylian Mbappé;55520;https://www.futbin.com/25/player/55520/kylian-mbappe;92;total_rush;Real Madrid;LALIGA EA SPORTS;France;98;91;82;93;37;80
241;Aitana Bonmatí Conca;55661;https://www.futbin.com/25/player/55661/aitana-bonmati-conca;92;trailblazers;FC Barcelona;Liga F;Spain;82;87;87;92;78;76
242;Vinícius José de Oliveira Júnior;55753;https://www.futbin.com/25/player/55753/vinicius-jose-de-oliveira-junior;92;trailblazers;Real Madrid;LALIGA EA SPORTS;Brazil;97;86;83;93;32;72
243;Rodrigo Hernández Cascante;55826;https://www.futbin.com/25/player/55826/rodrigo-hernandez-cascante;92;centurions;Manchester City;Premier League;Spain;80;81;88;86;92;87
244;Caroline Graham Hansen;55827;https://www.futbin.com/25/player/55827/caroline-graham-hansen;92;centurions;FC Barcelona;Liga F;Norway;91;90;90;92;50;80
245;Harry Kane;55896;https://www.futbin.com/25/player/55896/harry-kane;92;potm_bundesliga;FC Bayern München;Bundesliga;England;72;95;86;85;51;86
246;Erling Haaland;55935;https://www.futbin.com/25/player/55935/erling-haaland;92;gold;Manchester City;Premier League;Norway;89;93;71;83;46;89
247;Xavi Simons;55964;https://www.futbin.com/25/player/55964/xavi-simons;92;fc_pro;RB Leipzig;Bundesliga;Netherlands;90;86;91;93;70;80
248;Marcus Rashford;56086;https://www.futbin.com/25/player/56086/marcus-rashford;92;thunderstruck;Manchester Utd;Premier League;England;96;92;87;92;46;81
249;Lothar Matthäus;56107;https://www.futbin.com/25/player/56107/lothar-matthaus;92;thunderstruck_icon;EA FC ICONS;Icons;Germany;90;89;91;83;92;84
250;Phil Foden;56119;https://www.futbin.com/25/player/56119/phil-foden;92;thunderstruck;Manchester City;Premier League;England;92;91;89;95;62;67
251;Raúl González Blanco;56143;https://www.futbin.com/25/player/56143/raul-gonzalez-blanco;92;thunderstruck_icon;EA FC ICONS;Icons;Spain;88;92;83;90;48;74
252;Lionel Messi;56169;https://www.futbin.com/25/player/56169/lionel-messi;92;ultimate_succession;Inter Miami CF;MLS;Argentina;86;89;92;95;38;70
253;Franco Baresi;56201;https://www.futbin.com/25/player/56201/franco-baresi;92;ultimate_succession_icon;EA FC ICONS;Icons;Italy;78;50;76;71;95;84
254;Roberto Baggio;56250;https://www.futbin.com/25/player/56250/roberto-baggio;92;ultimate_succession_icon;EA FC ICONS;Icons;Italy;85;83;91;92;42;64
255;Sam Kerr;56279;https://www.futbin.com/25/player/56279/sam-kerr;92;globetrotters;Chelsea;Barclays WSL;Australia;87;90;76;92;45;85
256;Carlos Alberto Torres;56372;https://www.futbin.com/25/player/56372/carlos-alberto-torres;92;winter_wildcards_icon;EA FC ICONS;Icons;Brazil;90;66;81;85;92;86
257;Carlos Alberto Torres;56373;https://www.futbin.com/25/player/56373/carlos-alberto-torres;92;winter_wildcards_icon;EA FC ICONS;Icons;Brazil;92;66;85;87;89;86
258;Kylian Mbappé;56393;https://www.futbin.com/25/player/56393/kylian-mbappe;92;gold;Real Madrid;LALIGA EA SPORTS;France;98;91;81;93;38;80
259;Rivaldo Vítor Borba Ferreira;56434;https://www.futbin.com/25/player/56434/rivaldo-vitor-borba-ferreira;92;winter_wildcards_icon;EA FC ICONS;Icons;Brazil;89;90;89;93;44;99
260;Jude Bellingham;56454;https://www.futbin.com/25/player/56454/jude-bellingham;92;potm_la_liga;Real Madrid;LALIGA EA SPORTS;England;83;89;86;91;81;85
261;Homare Sawa;56488;https://www.futbin.com/25/player/56488/homare-sawa;92;winter_wildcards_icon;EA FC ICONS;Icons;Japan;86;89;92;93;84;77
262;Homare Sawa;56489;https://www.futbin.com/25/player/56489/homare-sawa;92;winter_wildcards_icon;EA FC ICONS;Icons;Japan;86;88;93;92;85;77
263;Rafael da Conceição Leão;56534;https://www.futbin.com/25/player/56534/rafael-da-conceicao-leao;92;numerofut;Milano FC;Serie A TIM;Portugal;96;87;87;92;46;85
264;Robert Lewandowski;56535;https://www.futbin.com/25/player/56535/robert-lewandowski;92;numerofut;FC Barcelona;LALIGA EA SPORTS;Poland;87;92;87;90;50;88
265;Antoine Griezmann;56696;https://www.futbin.com/25/player/56696/antoine-griezmann;92;numerofut;Atlético de Madrid;LALIGA EA SPORTS;France;88;91;92;92;62;80
266;Joshua Kimmich;56775;https://www.futbin.com/25/player/56775/joshua-kimmich;92;flashback;FC Bayern München;Bundesliga;Germany;88;80;94;90;92;87
267;Gareth Bale;56784;https://www.futbin.com/25/player/56784/gareth-bale;92;toty_icon;EA FC ICONS;Icons;Wales;98;93;90;93;70;83
268;Eric Cantona;56793;https://www.futbin.com/25/player/56793/eric-cantona;92;toty_icon;EA FC ICONS;Icons;France;90;92;90;92;55;91
269;Aya Miyama;56794;https://www.futbin.com/25/player/56794/aya-miyama;92;toty_icon;EA FC ICONS;Icons;Japan;90;90;90;92;70;83
270;Roberto Carlos da Silva Rocha;56795;https://www.futbin.com/25/player/56795/roberto-carlos-da-silva-rocha;92;toty_icon;EA FC ICONS;Icons;Brazil;92;87;88;85;90;91
271;Lautaro Martínez;57094;https://www.futbin.com/25/player/57094/lautaro-martinez;92;toty_honourable_mention;Lombardia FC;Serie A TIM;Argentina;86;92;80;91;58;88
272;Camille Abily;57096;https://www.futbin.com/25/player/57096/camille-abily;92;toty_icon;EA FC ICONS;Icons;France;86;91;92;91;84;82
273;Lindsey Horan;57099;https://www.futbin.com/25/player/57099/lindsey-horan;92;toty_honourable_mention;OL;D1 Arkema;United States;86;91;93;90;75;87
274;Florian Wirtz;57100;https://www.futbin.com/25/player/57100/florian-wirtz;92;toty_honourable_mention;Leverkusen;Bundesliga;Germany;88;85;92;93;55;75
275;Antonio Rüdiger;57101;https://www.futbin.com/25/player/57101/antonio-rudiger;92;toty_honourable_mention;Real Madrid;LALIGA EA SPORTS;Germany;87;60;77;77;90;90
276;Federico Valverde;57102;https://www.futbin.com/25/player/57102/federico-valverde;92;toty_honourable_mention;Real Madrid;LALIGA EA SPORTS;Uruguay;92;87;90;90;85;88
277;Damaris Berta Egurrola Wienke;57144;https://www.futbin.com/25/player/57144/damaris-berta-egurrola-wienke;92;uwcl_rttf;OL;D1 Arkema;Netherlands;88;84;93;90;86;93
278;Roberto Firmino Barbosa de Oliveira;57149;https://www.futbin.com/25/player/57149/roberto-firmino-barbosa-de-oliveira;92;world_tour;Al Ahli;ROSHN Saudi League;Brazil;90;91;90;93;75;86
279;Emilio Butragueño Santos;57176;https://www.futbin.com/25/player/57176/emilio-butragueno-santos;92;future_stars_icon;EA FC ICONS;Icons;Spain;95;92;82;93;43;70
280;Bradley Barcola;57434;https://www.futbin.com/25/player/57434/bradley-barcola;92;future_stars;Paris SG;Ligue 1 Uber Eats;France;95;87;88;94;50;80
281;Amad Diallo;57436;https://www.futbin.com/25/player/57436/amad-diallo;92;future_stars;Manchester Utd;Premier League;Côte d'Ivoire;96;89;91;90;51;70
282;Rio Ferdinand;57458;https://www.futbin.com/25/player/57458/rio-ferdinand;92;future_stars_icon;EA FC ICONS;Icons;England;86;52;70;73;93;88
283;Alexis Mac Allister;57501;https://www.futbin.com/25/player/57501/alexis-mac-allister;92;grassroot_greats;Liverpool;Premier League;Argentina;87;90;92;92;87;86
284;Bruno Miguel Borges Fernandes;57502;https://www.futbin.com/25/player/57502/bruno-miguel-borges-fernandes;92;grassroot_greats;Manchester Utd;Premier League;Portugal;85;90;92;90;80;82
285;Didier Drogba;57529;https://www.futbin.com/25/player/57529/didier-drogba;92;grassroot_greats_icon;EA FC ICONS;Icons;Côte d'Ivoire;91;93;77;85;47;90
286;João Félix Sequeira;57778;https://www.futbin.com/25/player/57778/joao-felix-sequeira;92;Fantasy_FC;Milano FC;Serie A TIM;Portugal;93;92;89;93;48;82
287;José María Gutiérrez Hernández;57781;https://www.futbin.com/25/player/57781/jose-maria-gutierrez-hernandez;92;Fantasy_FC_Hero;HERO;LALIGA EA SPORTS;Spain;90;91;94;92;85;88
288;Moisés Caicedo;57786;https://www.futbin.com/25/player/57786/moises-caicedo;92;Fantasy_FC;Chelsea;Premier League;Ecuador;87;79;91;88;92;89
289;Babajide;57787;https://www.futbin.com/25/player/57787/babajide;92;Fantasy_FC;UDG Tenerife;Liga F;Nigeria;96;91;85;90;65;88
290;Enzo Francescoli;57796;https://www.futbin.com/25/player/57796/enzo-francescoli;92;Fantasy_FC_Hero;HERO;Ligue 1 Uber Eats;Uruguay;90;92;90;94;48;76
291;Joe Cole;57799;https://www.futbin.com/25/player/57799/joe-cole;92;Fantasy_FC_Hero;HERO;Premier League;England;93;91;92;95;56;82
292;Darwin Núñez;58187;https://www.futbin.com/25/player/58187/darwin-nunez;92;Fantasy_FC;Liverpool;Premier League;Uruguay;95;92;81;86;54;91
293;Benjamin Pavard;58188;https://www.futbin.com/25/player/58188/benjamin-pavard;92;Fantasy_FC;Lombardia FC;Serie A TIM;France;89;74;86;87;92;91
294;Juan Camilo Hernández Suárez;58189;https://www.futbin.com/25/player/58189/juan-camilo-hernandez-suarez;92;Fantasy_FC;Real Betis;LALIGA EA SPORTS;Colombia;93;92;83;90;52;92
295;Robbie Keane;58202;https://www.futbin.com/25/player/58202/robbie-keane;92;Fantasy_FC_Hero;HERO;Premier League;Republic of Ireland;92;93;85;93;50;83
296;Dennis Bergkamp;58215;https://www.futbin.com/25/player/58215/dennis-bergkamp;92;on_this_day_icon;EA FC ICONS;Icons;Netherlands;87;92;88;90;40;83
297;Kai Havertz;58258;https://www.futbin.com/25/player/58258/kai-havertz;92;fut_birthday;Arsenal;Premier League;Germany;86;86;90;88;92;89
298;Kai Havertz;58259;https://www.futbin.com/25/player/58259/kai-havertz;92;fut_birthday;Arsenal;Premier League;Germany;88;92;90;92;60;81
